id,trigger,conditions,script,text,options,notes
mpm_pirateEncounter,BeginFleetEncounter,"$mpm_isSpawnedByMPM
!$ignorePlayerCommRequests","MakeOtherFleetHostile mpm_pirate true
MakeOtherFleetAggressive mpm_pirate true
$skipTInfo = true 0
$sawPlayerTransponderOn = true 5
AddText ""Você está sendo contatado pela $faction $otherShipOrFleet."" $faction.baseColor
$hailing = true 0",,,
mpm_pirateOpenComms,OpenCommLink,"$isPerson
$entity.mpm_isSpawnedByMPM score:100",FireAll MPMHandOverOptions,"O $personRank pirata ergue os olhos de $hisOrHer console.

""Bem, então. Basta entregar o carregamento de $mpm_commodityName que nós dois sabemos que você tem nos porões, e eu deixo você ir embora.""",,
mpm_handOverPirateOption,MPMHandOverOptions,CallEvent $mpm_eventRef hasEnough,,,0:mpm_handOver:Entregue o $mpm_commodityName,
mpm_notEnoughPirateOption,MPMHandOverOptions,!CallEvent $mpm_eventRef hasEnough,,,0:mpm_notEnoughPirate:Explique que você não tem o $mpm_commodityName,
mpm_refusePirateOption,MPMHandOverOptions,,,,"
1:mpm_refuse:Recuse",
mpm_handOverOptionSel,DialogOptionSelected,$option == mpm_handOver,"CallEvent $mpm_eventRef handOver
AddText ""Perdeu $mpm_quantity $mpm_commodityName"" textEnemyColor
AddText ""\""Fico feliz em ver que você entendeu a razão. Agora, suma daqui antes que eu mude de ideia.\""""
MakeOtherFleetHostile mpm_pirate false
MakeOtherFleetNonHostile mpm_pirate true 10
FireAll PopulateOptions",,,
mpm_notEnoughPirateOptionSel,DialogOptionSelected,$option == mpm_notEnoughPirate,"$entity.ignorePlayerCommRequests = true 10
ShowDefaultVisual
EndConversation",O enlace de comunicação é cortado antes que você tenha chance de oferecer qualquer explicação.,,
mpm_refuseOptionSel,DialogOptionSelected,$option == mpm_refuse,"$entity.ignorePlayerCommRequests = true 10
ShowDefaultVisual
EndConversation",O enlace de comunicação é cortado antes que você tenha chance de dizer qualquer outra coisa.,,
,,,,,,
# hiring officer generated by OfficerManagerEvent,,,,,,
ome_greeting,PickGreeting,$ome_hireable score:100,"ShowPersonVisual
FireAll PopulateOptionsHire","Após uma breve espera, sua solicitação de conexão é aceita.

$personName te observa com olhar avaliador.

""Ouvi dizer que você pode estar procurando por ajuda.""",,
ome_greetingMerc,PickGreeting,"$ome_hireable score:100
$isMercenary","ShowPersonVisual
FireAll PopulateOptionsHire","Sua solicitação de conexão é aceita rapidamente.

$personName te observa com olhar avaliador. Você tem a impressão de que $heOrShe poderia adivinhar seu saldo de créditos até a centena mais próxima.

""Se você está procurando por um oficial freelancer experiente — em caráter temporário — estou disposto a aceitar um cliente. Minha taxa é alta, mas você estaria perdendo dinheiro confiando um de seus navios a alguém com menos experiência.""
OU
Sua solicitação de comunicação é prontamente aceita.

$personName te observa por um momento e então acena como se você tivesse passado em algum tipo de teste.

""Se você está procurando contratar um oficial de combate experiente por um contrato de tempo limitado, então veio ao lugar certo. Acho que você vai achar meus termos razoáveis. Excelência não sai barato.""",,
ome_greetingMercPlayerWasJerk,PickGreeting,"$ome_hireable score:100
$isMercenary
$player.wasJerkToMerc","ShowPersonVisual
FireAll PopulateOptionsHire","Sua solicitação de conexão é aceita após um longo atraso.

$personName te observa com suspeita mal disfarçada.

""Você tem uma certa reputação na... comunidade de freelancers. Mas eu preciso dos créditos. Então: se precisar dos serviços de um capitão melhor do que você provavelmente merece, aqui está sua chance. Claro, terei que cobrar um prêmio pelo risco envolvido em te contratar.""
OU
O enlace de comunicação se abre após um atraso significativo.

$personName te observa com um lampejo de desaprovação.

""Já ouvi falar de você, $playerName, e apesar da sua... reputação mista, estou disposto a negociar. Afinal,"" $heOrShe assume um tom filosófico, ""eu não seria um mercenário se a oferta de créditos suficientes não virasse minha cabeça contra meu melhor julgamento.""

""Agora me impressione.""",,
ome_greetingMercPlayerWasJerkReject,PickGreeting,"$ome_hireable
$isMercenary
$player.wasJerkToMerc
$level >= 6",ShowPersonVisual,"Você envia a solicitação de conexão. O sinal de espera persiste por tanto tempo que você está prestes a pedir à equipe de comunicações para verificar o equipamento — e o canal se abre.

$personName te observa com hostilidade mal disfarçada.

""Sua reputação te precede, $playerName. Francamente, não preciso dos seus créditos. E não quero ver sua cara.""

$HeOrShe faz uma pausa por um momento.

""Boa viagem.""

$HeOrShe corta a comunicação.
OU
O enlace de comunicação pisca em espera por uma eternidade. Seu oficial de comunicações indica que está funcionando corretamente e dá de ombros. Você está prestes a cancelar o pedido quando a conexão se abre.

$personName olha para você com falsa surpresa. ""Desculpe pela demora, é que ouvi todas as histórias sobre $playerName e não podia acreditar que era realmente você. Entrando em contato comigo! Que sorte.""

Você começa a sentir um tom de sarcasmo enquanto $heOrShe continua, ""... Porque agora eu tenho a chance de te dizer para sugar o vácuo!""

O enlace é cortado bruscamente enquanto $personName faz um gesto obsceno. Seu oficial de comunicações mantém o rosto impassível enquanto limpa a tela.",ome_convEnd2:Continuar,
ome_greetingAdmin,PickGreeting,"$ome_hireable score:100
$ome_isAdmin","ShowPersonVisual
FireAll PopulateOptionsHire","Após uma breve espera, sua solicitação de conexão é aceita.

$personName te observa com avaliação ansiosa.

""Corre por aí que você pode estar entrando no ramo de colônias. Se for o caso, posso ser útil — você vai ver que minhas credenciais são impecáveis.""",,
ome_askSkills,PopulateOptionsHire,"$ome_hireable score:100
!$askedSkills",,,"0:ome_askSkills:""Depende. O que você pode fazer?""",
ome_askHire,PopulateOptionsHire,"$ome_hireable score:100
!$isMercenary
!CallEvent $ome_eventRef atLimit $id",,,1:ome_askHire:Ofereça para contratar $himOrHer,
ome_askHireMerc,PopulateOptionsHire,"$ome_hireable score:100
$isMercenary",SetStoryColor ome_askHire,,1:ome_askHire:Pergunte a $himOrHer sobre os termos do contrato,
ome_cantHire,PopulateOptionsHire,"$ome_hireable score:100
!$isMercenary
CallEvent $ome_eventRef atLimit $id
!$ome_isAdmin",,,"0:ome_convEnd:""No momento, não posso contratar mais oficiais.""",
ome_cantHireAdmin,PopulateOptionsHire,"$ome_hireable score:100
CallEvent $ome_eventRef atLimit $id
$ome_isAdmin",,,"0:ome_convEnd:""No momento, não posso contratar mais administradores.""",
ome_wontHire,PopulateOptionsHire,"$ome_hireable score:100
!CallEvent $ome_eventRef atLimit $id","SetShortcut ome_convEnd ""ESCAPE""",,2:ome_convEnd:Encerrar a conversa,
ome_wontHireMerc,PopulateOptionsHire,"$ome_hireable score:100
CallEvent $ome_eventRef atLimit $id
$isMercenary","SetShortcut ome_convEnd ""ESCAPE""",,2:ome_convEnd:Encerrar a conversa,
ome_askSkillsSel,DialogOptionSelected,$option == ome_askSkills,"AddText ""Você faz algumas perguntas a $personName para descobrir em quais áreas $hisOrHer habilidades se destacam.""
CallEvent $ome_eventRef printSkills $id
$askedSkills = true 0
FireAll PopulateOptionsHire
unset $askedSkills",,,
,,,,,,
ome_askSkillsSelNoSkillAdmin,DialogOptionSelected,"$option == ome_askSkills
$ome_adminTier == 0
$postId != mercenary
$postId != officer_for_hire","AddText ""Você faz algumas perguntas a $personName para descobrir em quais áreas $hisOrHer habilidades se destacam. Fica claro rapidamente que $heOrShe não tem talentos especiais, mas ainda assim é um administrador competente, cujos serviços podem ser contratados por um preço muito razoável.""
$askedSkills = true 0
FireAll PopulateOptionsHire
unset $askedSkills",,,
ome_askHireSel,DialogOptionSelected,$option == ome_askHire,"AddText ""\""Espero um bônus de contratação de $ome_hiringBonus créditos e, depois disso, um salário inicial de $ome_salary créditos por mês. Assim que a transferência inicial for concluída, poderei estar pronto para embarcar em até uma hora.\""""
SetTextHighlightColors hColor hColor
SetTextHighlights $ome_hiringBonus $ome_salary
AddText ""Você tem $player.creditsStr créditos disponíveis.""
SetTextHighlightColors hColor
SetTextHighlights $player.creditsStr
FireBest HireOptionSet",,,
ome_askHireSelMerc,DialogOptionSelected,"$option == ome_askHire
$isMercenary","AddText ""\""O contrato típico tem duração de $mercContractDurStr dias, com algumas concessões quando retornarmos ao porto. Pode ser encerrado antecipadamente por qualquer uma das partes, e assim por diante — os termos padrão. Quando expirar, podemos conversar sobre renová-lo, se ambas as partes estiverem de acordo.\n\nEspero um bônus de contratação de $ome_hiringBonus créditos e um salário de $ome_salary créditos por mês. Assim que a transferência inicial for concluída, poderei estar pronto para embarcar em até uma hora.\""""
SetTextHighlightColors hColor hColor hColor
SetTextHighlights $mercContractDurStr $ome_hiringBonus $ome_salary
AddText ""Você tem $player.creditsStr créditos disponíveis.\n\nEste oficial é um mercenário altamente profissional e não conta contra o limite normal de oficiais.""
SetTextHighlightColors hColor
SetTextHighlights $player.creditsStr
FireBest HireOptionSet",,,
ome_askHireSelAdmin,DialogOptionSelected,"$option == ome_askHire
$ome_isAdmin","AddText ""\""Espero um bônus de contratação de $ome_hiringBonus créditos e, depois disso, um salário de $ome_salary créditos por mês. Assim que a transferência inicial for concluída, aguardarei minhas atribuições conforme sua vontade.\""""
SetTextHighlightColors hColor hColor
SetTextHighlights $ome_hiringBonus $ome_salary
AddText ""Você tem $player.creditsStr créditos disponíveis.""
SetTextHighlightColors hColor
SetTextHighlights $player.creditsStr
FireBest HireOptionSet",,,
ome_hireOptionsNormal,HireOptionSet,CallEvent $ome_eventRef canAfford $id,,,"0:ome_hireYes:""Tudo bem.""
1:ome_convEnd:""Mudei de ideia.""",
ome_hireOptionsNormalMerc,HireOptionSet,"CallEvent $ome_eventRef canAfford $id
$isMercenary","SetStoryOption ome_hireYes 1 hireMerc ui_char_spent_story_point_leadership ""Oficial mercenário contratado""",,"0:ome_hireYes:Aceitar os termos
1:ome_convEnd:""Preciso pensar melhor sobre isso.""",
ome_hireOptionsCantAfford,HireOptionSet,,,,"0:ome_convEnd:""Não posso pagar por isso no momento.""",
ome_hireYesSel,DialogOptionSelected,$option == ome_hireYes,"AddText ""Você encerra a comunicação após trocar algumas gentilezas.""
CallEvent $ome_eventRef hireOfficer $id
UpdateMemory
ShowDefaultVisual
EndConversation",,,
ome_hireNoSel,DialogOptionSelected,$option == ome_convEnd,"ShowDefaultVisual
EndConversation",Você encerra a comunicação após trocar algumas gentilezas.,,
ome_hireNoSelJerk,DialogOptionSelected,"$option == ome_convEnd
$player.wasJerkToMerc","ShowDefaultVisual
EndConversation",Você encerra a comunicação após trocar algumas gentilezas vazias.,,
ome_hireNoSel2,DialogOptionSelected,$option == ome_convEnd2,"ShowDefaultVisual
EndConversation","Você observa a ponte. Os oficiais juniores estão absurdamente ocupados, sem sequer olhar em sua direção.",,
,,,,,,
# patrol stopping player w/ transponder off,,,,,,
tOffPatrolBegin,BeginFleetEncounter,"CaresAboutTransponder
!$tOff_didAlready
!$isHostile
!$faction.c:allowsTransponderOffTrade
!$sourceMarket.mc:free_market
$isPatrol
$sawPlayerTransponderOff score:100","$tOff_didAlready = true 0
#MakeOtherFleetPreventDisengage tOff true
MakeOtherFleetAggressive tOff false
unset $ignorePlayerCommRequests
$sawPlayerWithTOffCount++ 10
$transponderOffConv = true 0
AddText ""Você está sendo chamado pela $faction $otherShipOrFleet."" $faction.baseColor
OpenComms",,,
tOffPatrolBeginNoTalk,BeginFleetEncounter,"CaresAboutTransponder
!$tOff_didAlready
!$isHostile
!$faction.c:allowsTransponderOffTrade
!$sourceMarket.mc:free_market
$isPatrol
$sawPlayerTransponderOff score:100
$sawPlayerWithTOffCount > 1 score:100","$tOff_didAlready = true 0
#MakeOtherFleetPreventDisengage tOff true
MakeOtherFleetAggressive tOff false
MakeHostileWhileTOff tOff true 7
$sawPlayerWithTOffCount++ 10
$ignorePlayerCommRequests = true 0",,,
tOffPatrolOpenComm,OpenCommLink,"!$entity.patrolAllowTOff
$entity.transponderOffConv score:100","AddText ""\""Operar com o transponder desligado no espaço da $faction é contra a lei. Você está ordenado a ligar o transponder, se identificar imediatamente e permitir uma varredura de carga por contrabando.\""""
AdjustRep $faction.id TRANSPONDER_OFF
AdjustRepActivePerson TRANSPONDER_OFF
SetStoryOption avoid_scan 1 avoidCargoScan ui_char_spent_story_point ""Convenceu a evitar a varredura de carga""",,"0:tOff_comply:Ligar o transponder e cumprir
1:avoid_scan:Converse para sair dessa
2:tOff_refuse:Recuse e encerre a comunicacao",
tOffPatrolOpenCommUnknown,OpenCommLink,"!$entity.patrolAllowTOff
$entity.transponderOffConv score:100
!$entity.knowsWhoPlayerIs","AddText ""\""$shipOrFleet desconhecido, identifique-se! Operar com o transponder desativado no espaco de $faction e contra a lei. Voce esta ordenado a ativar o transponder e se submeter a uma varredura de carga.\""""
AdjustRep $faction.id TRANSPONDER_OFF
AdjustRepActivePerson TRANSPONDER_OFF
SetStoryOption avoid_scan 1 avoidCargoScan ui_char_spent_story_point ""Convenceu a escapar da varredura de carga""",,"0:tOff_comply:Ative o transponder e cumpra a ordem
1:avoid_scan:Converse para sair dessa
2:tOff_refuse:Recuse e encerre a comunicacao",
tOffPatrolOpenCommTOn,OpenCommLink,"!$entity.patrolAllowTOff
$entity.transponderOffConv score:100
$player.transponderOn","AddText ""\""Operar com o transponder desativado no espaco de $faction e contra a lei. Nao pense que pode apenas ativá-lo novamente e evitar nossa atencao - voce esta ordenado a se submeter a uma varredura de carga.\""""
AdjustRep $faction.id TRANSPONDER_OFF
AdjustRepActivePerson TRANSPONDER_OFF
SetStoryOption avoid_scan 1 avoidCargoScan ui_char_spent_story_point ""Convenceu a escapar da varredura de carga""",,"0:tOff_comply2:Permita a varredura
1:avoid_scan:Converse para sair dessa
2:tOff_refuse:Recuse e encerre a comunicacao",
tOffPatrolOpenCommNotFirstTime,OpenCommLink,"!$entity.patrolAllowTOff
$entity.transponderOffConv score:100
$entity.sawPlayerWithTOffCount == 2.0 score:10
$entity.relativeStrength >= 0","AddText""Eu já te disse da última vez para manter o transponder ligado.""
AdjustRep $faction.id TRANSPONDER_OFF
AdjustRepActivePerson TRANSPONDER_OFF
AddText ""A conexão de comunicação é cortada antes que você possa responder.""
$entity.ignorePlayerCommRequests = true 0
unset $entity.transponderOffConv
#MakeHostileWhileTOff tOff true 7
MakeOtherFleetHostile tOff true 7",,"#0:tOff_notFirstTimeCont:Continuar
cutCommLinkNoText:Continuar",
scanTalkYourWayOut,DialogOptionSelected,$option == avoid_scan,"SetNearbyFleetsVariable 5000 $faction.id $patrolAllowTOff true 10
$entity.patrolAllowTOff = true 10
BroadcastCancelPlayerAction 5000 $sawPlayerTransponderOff
MakeOtherFleetPreventDisengage cargoScan false
MakeOtherFleetAggressive cargoScan false
MakeOtherFleetAggressive tOff false
MakeOtherFleetPreventDisengage tOff false
$entity.sawPlayerWithTOffCount = 0
unset $entity.pursuePlayer_smugglingScan
unset $entity.cargoScanConv
$entity.smugglingScanComplete = true 1
ShowDefaultVisual
EndConversation","Você consegue convencer o comandante da patrulha de que $heOrShe teria problemas com os superiores de $hisOrHer se $heOrShe insistisse no assunto.
OU
O comandante da patrulha parece ter uma veia venal de um quilômetro de largura, e algumas promessas vagas de favores devidos e compensação eventual convencem $himOrHer a fazer vista grossa.",,
#tOffPatrolOpenCommNotFirstTimeCont,DialogOptionSelected,$option == tOff_notFirstTimeCont,"MakeHostileWhileTOff tOff true 7
ShowDefaultVisual
EndConversation",,,
tOffComply,DialogOptionSelected,$option == tOff_comply,"unset $entity.transponderOffConv
unset $entity.sawPlayerTransponderOff
ActivateAbility $player.fleetId transponder
UpdateMemory",Você emite uma ordem para ativar o transponder e aguarda a conclusão da varredura de carga.,0:tOff_scan_continue:Continuar,
